,Name,Punktzahl,Quiz Bearbeitungsdauer,Anzahl Versuche,Fach,Klasse,Aufgabe,Allgemein,Quiz Startzeit,Alle Fächer,Quiz Abgabezeit,Maximale Punktzahl,Maximale Note in %,Beste Punktzahl in %
684,Ira Pena,16.0,0 days 00:39:53,3,Kunst,Klasse 8.2,Kunst Aufgabe 1,Allgemein,2023-08-21 11:29:32,Alle Fächer,2023-08-21 12:09:25,100,100,16.0
685,Skyler Mcneil,82.0,0 days 00:57:22,3,Sport,Klasse 1a,Sport Aufgabe 2,Allgemein,2023-08-03 22:47:30,Alle Fächer,2023-08-03 23:44:52,100,100,82.0
686,Jorden Ford,23.0,0 days 00:24:57,4,Deutsch,Klasse 1a,Deutsch Aufgabe 3,Allgemein,2023-08-18 16:19:58,Alle Fächer,2023-08-18 16:44:55,100,100,23.0
687,Catherine Sampson,6.0,0 days 00:58:36,4,Englisch,Klasse 3b,Englisch Aufgabe 4,Allgemein,2023-08-06 19:47:38,Alle Fächer,2023-08-06 20:46:14,100,100,6.0
688,Keith Price,96.0,0 days 01:29:40,1,Mathematik,Klasse 3b,Mathematik Aufgabe 5,Allgemein,2023-08-09 08:01:00,Alle Fächer,2023-08-09 09:30:40,100,100,96.0
689,Maxwell Hammond,22.0,0 days 00:02:53,2,Biologie,Klasse 8.2,Biologie Aufgabe 6,Allgemein,2023-08-19 15:12:04,Alle Fächer,2023-08-19 15:14:57,100,100,22.0
690,Cailin Sosa,49.0,0 days 00:16:50,3,Musik,Klasse 1a,Musik Aufgabe 1,Allgemein,2023-08-18 11:08:55,Alle Fächer,2023-08-18 11:25:45,100,100,49.0
691,Brynn Howard,14.0,0 days 00:17:31,3,Kunst,Klasse 1a,Kunst Aufgabe 2,Allgemein,2023-08-15 11:08:52,Alle Fächer,2023-08-15 11:26:23,100,100,14.0
692,Amela Cantu,97.0,0 days 01:06:10,2,Sport,Klasse 3b,Sport Aufgabe 3,Allgemein,2023-08-23 18:41:37,Alle Fächer,2023-08-23 19:47:47,100,100,97.0
693,Holmes Fletcher,71.0,0 days 01:02:51,4,Deutsch,Klasse 3b,Deutsch Aufgabe 4,Allgemein,2023-08-05 08:28:51,Alle Fächer,2023-08-05 09:31:42,100,100,71.0
694,Isabelle Dillon,85.0,0 days 00:35:03,1,Englisch,Klasse 8.2,Englisch Aufgabe 5,Allgemein,2023-08-20 18:26:18,Alle Fächer,2023-08-20 19:01:21,100,100,85.0
695,Levi Welch,85.0,0 days 00:48:55,2,Mathematik,Klasse 1a,Mathematik Aufgabe 6,Allgemein,2023-08-17 11:48:31,Alle Fächer,2023-08-17 12:37:26,100,100,85.0
696,Rowan Fox,87.0,0 days 01:00:18,4,Biologie,Klasse 1a,Biologie Aufgabe 1,Allgemein,2023-08-07 20:20:31,Alle Fächer,2023-08-07 21:20:49,100,100,87.0
697,Elliott Hull,62.0,0 days 01:28:28,3,Musik,Klasse 3b,Musik Aufgabe 2,Allgemein,2023-08-15 19:07:40,Alle Fächer,2023-08-15 20:36:08,100,100,62.0
698,Palmer Yates,56.0,0 days 00:53:25,0,Kunst,Klasse 3b,Kunst Aufgabe 3,Allgemein,2023-08-29 04:58:24,Alle Fächer,2023-08-29 05:51:49,100,100,56.0
699,Acton Contreras,93.0,0 days 01:28:09,4,Sport,Klasse 8.2,Sport Aufgabe 4,Allgemein,2023-08-25 17:43:01,Alle Fächer,2023-08-25 19:11:10,100,100,93.0
700,Carson Harmon,45.0,0 days 01:20:04,1,Deutsch,Klasse 1a,Deutsch Aufgabe 5,Allgemein,2023-08-22 08:44:54,Alle Fächer,2023-08-22 10:04:58,100,100,45.0
701,Frances Hines,51.0,0 days 01:26:30,2,Englisch,Klasse 1a,Englisch Aufgabe 6,Allgemein,2023-08-14 18:44:53,Alle Fächer,2023-08-14 20:11:23,100,100,51.0
702,Michelle Rodriguez,55.0,0 days 00:32:25,0,Mathematik,Klasse 3b,Mathematik Aufgabe 1,Allgemein,2023-08-10 01:51:36,Alle Fächer,2023-08-10 02:24:01,100,100,55.0
703,Hayley Rodgers,61.0,0 days 00:32:10,2,Biologie,Klasse 3b,Biologie Aufgabe 2,Allgemein,2023-08-14 14:47:50,Alle Fächer,2023-08-14 15:20:00,100,100,61.0
704,Hasad Barrera,30.0,0 days 00:51:12,4,Musik,Klasse 8.2,Musik Aufgabe 3,Allgemein,2023-08-13 09:36:34,Alle Fächer,2023-08-13 10:27:46,100,100,30.0
705,Teagan Macias,31.0,0 days 00:47:13,4,Kunst,Klasse 1a,Kunst Aufgabe 4,Allgemein,2023-08-06 09:39:41,Alle Fächer,2023-08-06 10:26:54,100,100,31.0
706,Meghan Morin,2.0,0 days 01:06:07,1,Sport,Klasse 1a,Sport Aufgabe 5,Allgemein,2023-08-29 18:49:43,Alle Fächer,2023-08-29 19:55:50,100,100,2.0
707,Armand Jackson,49.0,0 days 01:02:40,3,Deutsch,Klasse 3b,Deutsch Aufgabe 6,Allgemein,2023-08-24 00:52:49,Alle Fächer,2023-08-24 01:55:29,100,100,49.0
708,Martin Campos,45.0,0 days 01:01:31,1,Englisch,Klasse 3b,Englisch Aufgabe 1,Allgemein,2023-08-13 13:42:02,Alle Fächer,2023-08-13 14:43:33,100,100,45.0
709,Octavia Campbell,93.0,0 days 01:19:10,2,Mathematik,Klasse 8.2,Mathematik Aufgabe 2,Allgemein,2023-08-26 02:15:34,Alle Fächer,2023-08-26 03:34:44,100,100,93.0
710,Maya Garrison,21.0,0 days 00:10:49,3,Biologie,Klasse 1a,Biologie Aufgabe 3,Allgemein,2023-08-23 16:15:22,Alle Fächer,2023-08-23 16:26:11,100,100,21.0
711,Lillian Hendricks,60.0,0 days 01:21:45,1,Musik,Klasse 1a,Musik Aufgabe 4,Allgemein,2023-08-13 07:06:15,Alle Fächer,2023-08-13 08:28:00,100,100,60.0
712,Reece Hewitt,18.0,0 days 00:18:04,4,Kunst,Klasse 3b,Kunst Aufgabe 5,Allgemein,2023-08-07 04:35:25,Alle Fächer,2023-08-07 04:53:29,100,100,18.0
713,Hermione Gonzales,66.0,0 days 01:20:58,1,Sport,Klasse 3b,Sport Aufgabe 6,Allgemein,2023-08-16 04:42:38,Alle Fächer,2023-08-16 06:03:36,100,100,66.0
714,Erin Glover,66.0,0 days 00:04:50,2,Deutsch,Klasse 8.2,Deutsch Aufgabe 1,Allgemein,2023-08-12 05:54:48,Alle Fächer,2023-08-12 05:59:38,100,100,66.0
715,Tucker Frost,68.0,0 days 00:10:23,2,Englisch,Klasse 1a,Englisch Aufgabe 2,Allgemein,2023-08-06 05:10:01,Alle Fächer,2023-08-06 05:20:24,100,100,68.0
716,Cadman Mccormick,93.0,0 days 00:26:51,1,Mathematik,Klasse 1a,Mathematik Aufgabe 3,Allgemein,2023-08-19 05:50:22,Alle Fächer,2023-08-19 06:17:13,100,100,93.0
717,Stone Lara,22.0,0 days 01:00:11,3,Biologie,Klasse 3b,Biologie Aufgabe 4,Allgemein,2023-08-18 18:37:07,Alle Fächer,2023-08-18 19:37:18,100,100,22.0
718,Fiona Cain,9.0,0 days 00:40:34,2,Musik,Klasse 3b,Musik Aufgabe 5,Allgemein,2023-08-27 17:52:10,Alle Fächer,2023-08-27 18:32:44,100,100,9.0
719,Nash Finch,40.0,0 days 01:04:37,2,Kunst,Klasse 8.2,Kunst Aufgabe 6,Allgemein,2023-08-15 18:35:41,Alle Fächer,2023-08-15 19:40:18,100,100,40.0
720,Gil Stewart,64.0,0 days 00:42:38,1,Sport,Klasse 1a,Sport Aufgabe 1,Allgemein,2023-08-23 22:16:38,Alle Fächer,2023-08-23 22:59:16,100,100,64.0
721,Hollee Rose,13.0,0 days 00:34:07,1,Deutsch,Klasse 1a,Deutsch Aufgabe 2,Allgemein,2023-08-23 12:12:59,Alle Fächer,2023-08-23 12:47:06,100,100,13.0
722,Emi Vang,44.0,0 days 00:29:50,2,Englisch,Klasse 3b,Englisch Aufgabe 3,Allgemein,2023-08-01 03:11:38,Alle Fächer,2023-08-01 03:41:28,100,100,44.0
723,Blaze Hogan,89.0,0 days 00:20:49,1,Mathematik,Klasse 3b,Mathematik Aufgabe 4,Allgemein,2023-08-07 13:03:20,Alle Fächer,2023-08-07 13:24:09,100,100,89.0
724,Keefe Mcgee,94.0,0 days 01:19:13,1,Biologie,Klasse 8.2,Biologie Aufgabe 5,Allgemein,2023-08-17 19:43:47,Alle Fächer,2023-08-17 21:03:00,100,100,94.0
725,Idona Andrews,49.0,0 days 00:56:21,2,Musik,Klasse 1a,Musik Aufgabe 6,Allgemein,2023-08-03 19:30:09,Alle Fächer,2023-08-03 20:26:30,100,100,49.0
726,Octavia Pollard,81.0,0 days 00:25:30,1,Kunst,Klasse 1a,Kunst Aufgabe 1,Allgemein,2023-08-11 01:53:12,Alle Fächer,2023-08-11 02:18:42,100,100,81.0
727,Ethan Kelly,84.0,0 days 00:13:47,2,Sport,Klasse 3b,Sport Aufgabe 2,Allgemein,2023-08-25 11:51:27,Alle Fächer,2023-08-25 12:05:14,100,100,84.0
728,Ivor Hall,,0 days 00:58:18,1,Deutsch,Klasse 3b,Deutsch Aufgabe 3,Allgemein,2023-08-26 23:52:20,Alle Fächer,2023-08-27 00:50:38,100,100,
729,Sade Wilcox,86.0,0 days 00:28:33,2,Englisch,Klasse 8.2,Englisch Aufgabe 4,Allgemein,2023-08-07 21:45:50,Alle Fächer,2023-08-07 22:14:23,100,100,86.0
730,Beatrice Padilla,18.0,0 days 00:07:59,1,Mathematik,Klasse 1a,Mathematik Aufgabe 5,Allgemein,2023-08-17 11:50:24,Alle Fächer,2023-08-17 11:58:23,100,100,18.0
731,Beau Bass,47.0,0 days 01:27:42,2,Biologie,Klasse 1a,Biologie Aufgabe 6,Allgemein,2023-08-08 04:04:16,Alle Fächer,2023-08-08 05:31:58,100,100,47.0
732,Desirae Richardson,55.0,0 days 00:00:26,2,Musik,Klasse 3b,Musik Aufgabe 1,Allgemein,2023-08-23 08:11:14,Alle Fächer,2023-08-23 08:11:40,100,100,55.0
733,Martin Benton,75.0,0 days 01:25:24,2,Kunst,Klasse 3b,Kunst Aufgabe 2,Allgemein,2023-08-13 05:01:59,Alle Fächer,2023-08-13 06:27:23,100,100,75.0
734,Herman Mathews,41.0,0 days 00:14:20,2,Sport,Klasse 8.2,Sport Aufgabe 3,Allgemein,2023-08-23 09:58:10,Alle Fächer,2023-08-23 10:12:30,100,100,41.0
735,Darius Sullivan,77.0,0 days 00:59:20,3,Deutsch,Klasse 1a,Deutsch Aufgabe 4,Allgemein,2023-08-22 04:21:25,Alle Fächer,2023-08-22 05:20:45,100,100,77.0
736,Carson French,6.0,0 days 00:36:12,0,Englisch,Klasse 1a,Englisch Aufgabe 5,Allgemein,2023-08-19 08:17:52,Alle Fächer,2023-08-19 08:54:04,100,100,6.0
737,Lucius Winters,50.0,0 days 00:12:17,1,Mathematik,Klasse 3b,Mathematik Aufgabe 6,Allgemein,2023-08-13 23:29:11,Alle Fächer,2023-08-13 23:41:28,100,100,50.0
738,Hop Schwartz,4.0,0 days 01:28:11,1,Biologie,Klasse 3b,Biologie Aufgabe 1,Allgemein,2023-08-16 16:10:58,Alle Fächer,2023-08-16 17:39:09,100,100,4.0
739,Carolyn Graham,43.0,0 days 00:07:24,1,Musik,Klasse 8.2,Musik Aufgabe 2,Allgemein,2023-08-04 15:07:20,Alle Fächer,2023-08-04 15:14:44,100,100,43.0
740,Justin Clements,80.0,0 days 00:46:20,2,Kunst,Klasse 1a,Kunst Aufgabe 3,Allgemein,2023-08-09 02:52:44,Alle Fächer,2023-08-09 03:39:04,100,100,80.0
741,Daniel Meadows,4.0,0 days 01:18:01,2,Sport,Klasse 1a,Sport Aufgabe 4,Allgemein,2023-08-11 22:40:47,Alle Fächer,2023-08-11 23:58:48,100,100,4.0
742,Madonna Graham,100.0,0 days 00:40:32,1,Deutsch,Klasse 3b,Deutsch Aufgabe 5,Allgemein,2023-08-27 23:42:12,Alle Fächer,2023-08-28 00:22:44,100,100,100.0
743,Sacha Macdonald,4.0,0 days 00:47:09,2,Englisch,Klasse 3b,Englisch Aufgabe 6,Allgemein,2023-08-08 16:30:58,Alle Fächer,2023-08-08 17:18:07,100,100,4.0
744,Austin Alvarado,82.0,0 days 01:01:19,2,Mathematik,Klasse 8.2,Mathematik Aufgabe 1,Allgemein,2023-08-20 22:22:04,Alle Fächer,2023-08-20 23:23:23,100,100,82.0
745,Ryder Wilkinson,60.0,0 days 01:04:52,2,Biologie,Klasse 1a,Biologie Aufgabe 2,Allgemein,2023-08-02 02:51:26,Alle Fächer,2023-08-02 03:56:18,100,100,60.0
746,Zeus Bass,73.0,0 days 01:00:43,4,Musik,Klasse 1a,Musik Aufgabe 3,Allgemein,2023-08-10 07:50:14,Alle Fächer,2023-08-10 08:50:57,100,100,73.0
747,Reese Sellers,58.0,0 days 01:06:16,3,Kunst,Klasse 3b,Kunst Aufgabe 4,Allgemein,2023-08-08 16:21:40,Alle Fächer,2023-08-08 17:27:56,100,100,58.0
748,Ezra Lewis,79.0,0 days 01:07:07,1,Sport,Klasse 3b,Sport Aufgabe 5,Allgemein,2023-08-06 11:47:49,Alle Fächer,2023-08-06 12:54:56,100,100,79.0
749,Caryn Garcia,61.0,0 days 00:58:03,1,Deutsch,Klasse 8.2,Deutsch Aufgabe 6,Allgemein,2023-08-23 23:25:05,Alle Fächer,2023-08-24 00:23:08,100,100,61.0
